stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     8.858D-04  8.446D-02
    1    2     1     0  ---    0  2.6D+02  1.0D+00  4.058D-04  8.246D-02
    2    4     0     0  con    1  2.9D-01  2.7D-01  4.903D-04  8.221D-02
    3    5     0     0  con    0  1.0D+00  9.8D-02  3.231D-04  8.216D-02
    4    6     0     0  con    0  1.0D+00  6.3D-02  1.606D-04  8.214D-02
    5    7     0     0  con    0  1.0D+00  7.5D-02  3.948D-05  8.212D-02

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 3.837E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     5.050D-04  5.093D-02
    1    2     1     0  ---    0  4.6D+02  1.0D+00  5.733D-04  4.980D-02
    2    4     0     0  con    1  3.6D-01  3.4D-01  1.964D-04  4.962D-02
    3    5     0     0  con    0  1.0D+00  4.4D-02  1.860D-04  4.960D-02
    4    6     0     0  con    0  1.0D+00  7.6D-02  1.040D-04  4.958D-02
    5    7     0     0  con    0  1.0D+00  4.6D-02  3.103D-05  4.957D-02

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 3.838E+00 seconds.

3    5     0     0  con    0  1.0D+00  3.5D-02  1.185D+01  8.293D+03
    4    6     0     0  con    0  1.0D+00  1.3D-02  2.029D+01  8.290D+03
    5    7     0     0  con    0  1.0D+00  2.3D-02  2.620D+01  8.288D+03
    6    8     0     0  con    0  1.0D+00  8.7D-03  1.774D+01  8.288D+03
    7    9     0     0  con    0  1.0D+00  2.9D-03  2.077D+01  8.287D+03
    8   10     0     0  con    0  1.0D+00  1.6D-03  2.142D+01  8.287D+03
    9   11     0     0  con    0  1.0D+00  4.3D-03  2.177D+01  8.287D+03
   10   12     0     0  con    0  1.0D+00  8.2D-03  2.170D+01  8.287D+03
   11   13     0     0  con    0  1.0D+00  2.7D-02  1.905D+01  8.287D+03
   12   14     0     0  con    0  1.0D+00  5.8D-02  1.505D+01  8.286D+03
   13   15     0     0  con    0  1.0D+00  2.5D-02  1.026D+01  8.286D+03
   14   16     0     0  con    0  1.0D+00  4.0D-02  2.572D+00  8.285D+03
   15   17     0     0  con    0  1.0D+00  1.8D-02  1.345D+00  8.285D+03
   16   19     0     0  con    1  5.1D-01  3.8D-03  2.274D+00  8.285D+03
   17   20     0     0  con    0  1.0D+00  2.4D-03  1.587D+00  8.285D+03
   18   21     0     0  con    0  1.0D+00  5.7D-04  1.441D+00  8.285D+03
   19   22     0     0  con    0  1.0D+00  5.4D-04  1.248D+00  8.285D+03
   20   23     0     0  con    0  1.0D+00  3.4D-04  1.250D+00  8.285D+03
   21   24     0     0  con    0  1.0D+00  7.8D-04  1.108D+00  8.285D+03
   22   25     0     0  con    0  1.0D+00  1.6D-03  1.111D+00  8.285D+03
   23   26     0     0  con    0  1.0D+00  5.2D-03  7.807D-01  8.285D+03
   24   27     0     0  con    0  1.0D+00  6.5D-03  5.155D-01  8.285D+03
   25   28     0     0  con    0  1.0D+00  2.8D-03  2.850D-01  8.285D+03
   26   29     0     0  con    0  1.0D+00  1.9D-03  2.565D-01  8.285D+03
   27   30     0     0  con    0  1.0D+00  3.2D-04  2.047D-01  8.285D+03
   28   31     0     0  con    0  1.0D+00  1.4D-04  5.081D-02  8.285D+03
   29   32     0     0  con    0  1.0D+00  3.6D-05  5.407D-02  8.285D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.809E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     6.742D+01  6.984D+03
    1    3     1     0  ---    1  1.1D-04  2.9D-01  7.689D+01  6.634D+03
    2    5     0     0  con    1  5.0D-01  5.0D-02  2.204D+01  6.611D+03
    3    6     0     0  con    0  1.0D+00  2.4D-02  1.360D+01  6.602D+03
    4    7     0     0  con    0  1.0D+00  5.2D-02  1.469D+01  6.594D+03
    5    8     0     0  con    0  1.0D+00  1.5D-02  1.056D+01  6.594D+03
    6    9     0     0  con    0  1.0D+00  5.0D-03  1.070D+01  6.593D+03
    7   10     0     0  con    0  1.0D+00  3.1D-03  1.156D+01  6.593D+03
    8   11     0     0  con    0  1.0D+00  2.8D-03  1.200D+01  6.593D+03
    9   12     0     0  con    0  1.0D+00  4.9D-03  1.136D+01  6.593D+03
   10   13     0     0  con    0  1.0D+00  7.5D-03  1.195D+01  6.593D+03
   11   14     0     0  con    0  1.0D+00  2.3D-03  1.107D+01  6.593D+03
   12   15     0     0  con    0  1.0D+00  6.7D-03  9.552D+00  6.593D+03
   13   16     0     0  con    0  1.0D+00  1.4D-02  7.517D+00  6.593D+03
   14   17     0     0  con    0  1.0D+00  3.1D-02  4.135D+00  6.593D+03
   15   18     0     0  con    0  1.0D+00  5.5D-02  6.071D+00  6.592D+03
   16   20     0     0  con    1  4.9D-01  2.1D-02  3.408D+00  6.592D+03
   17   21     0     0  con    0  1.0D+00  4.6D-03  1.490D+00  6.592D+03
   18   22     0     0  con    0  1.0D+00  1.6D-03  9.254D-01  6.592D+03
   19   23     0     0  con    0  1.0D+00  4.9D-04  1.004D+00  6.592D+03
   20   24     0     0  con    0  1.0D+00  9.9D-04  8.312D-01  6.592D+03
   21   25     0     0  con    0  1.0D+00  4.5D-04  1.086D+00  6.592D+03
   22   26     0     0  con    0  1.0D+00  3.0D-04  9.792D-01  6.592D+03
   23   27     0     0  con    0  1.0D+00  1.1D-03  8.674D-01  6.592D+03
   24   28     0     0  con    0  1.0D+00  1.2D-03  5.669D-01  6.592D+03
   25   29     0     0  con    0  1.0D+00  1.9D-03  4.996D-01  6.592D+03
   26   30     0     0  con    0  1.0D+00  8.6D-03  6.187D-01  6.592D+03
   27   31     0     0  con    0  1.0D+00  5.2D-03  3.684D-01  6.592D+03
   28   32     0     0  con    0  1.0D+00  1.4D-03  1.457D-01  6.592D+03
   29   33     0     0  con    0  1.0D+00  4.9D-04  1.637D-01  6.592D+03
   30   34     0     0  con    0  1.0D+00  6.4D-04  1.537D-01  6.592D+03
   31   35     0     0  con    0  1.0D+00  1.2D-04  1.074D-01  6.592D+03
   32   36     0     0  con    0  1.0D+00  1.5D-04  7.420D-02  6.592D+03
   33   37     0     0  con    0  1.0D+00  4.6D-05  7.297D-02  6.592D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.949E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     4.852D+01  5.362D+03
    1    3     1     0  ---    1  1.7D-04  3.1D-01  5.349D+01  5.094D+03
    2    5     0     0  con    1  4.4D-01  4.7D-02  2.000D+01  5.079D+03
    3    6     0     0  con    0  1.0D+00  2.3D-02  1.200D+01  5.072D+03
    4    7     0     0  con    0  1.0D+00  5.8D-02  5.630D+00  5.065D+03
    5    8     0     0  con    0  1.0D+00  2.2D-02  1.126D+01  5.064D+03
    6    9     0     0  con    0  1.0D+00  9.0D-03  3.499D+00  5.064D+03
    7   10     0     0  con    0  1.0D+00  4.1D-03  4.474D+00  5.063D+03
    8   11     0     0  con    0  1.0D+00  5.0D-03  5.045D+00  5.063D+03
    9   12     0     0  con    0  1.0D+00  6.1D-03  4.448D+00  5.063D+03
   10   13     0     0  con    0  1.0D+00  1.6D-03  4.457D+00  5.063D+03
   11   14     0     0  con    0  1.0D+00  7.0D-04  4.365D+00  5.063D+03
   12   15     0     0  con    0  1.0D+00  2.2D-03  4.190D+00  5.063D+03
   13   16     0     0  con    0  1.0D+00  3.7D-03  3.995D+00  5.063D+03
   14   17     0     0  con    0  1.0D+00  9.0D-03  3.391D+00  5.063D+03
   15   18     0     0  con    0  1.0D+00  7.4D-03  3.110D+00  5.063D+03
   16   19     0     0  con    0  1.0D+00  1.5D-02  2.428D+00  5.063D+03
   17   20     0     0  con    0  1.0D+00  2.2D-02  1.695D+00  5.063D+03
   18   21     0     0  con    0  1.0D+00  2.0D-02  1.108D+00  5.063D+03
   19   22     0     0  con    0  1.0D+00  1.8D-03  4.546D-01  5.063D+03
   20   23     0     0  con    0  1.0D+00  1.6D-03  6.355D-01  5.063D+03
   21   24     0     0  con    0  1.0D+00  1.9D-03  4.466D-01  5.063D+03
   22   25     0     0  con    0  1.0D+00  1.6D-03  5.420D-01  5.063D+03
   23   26     0     0  con    0  1.0D+00  3.2D-04  4.970D-01  5.063D+03
   24   27     0     0  con    0  1.0D+00  1.6D-04  4.836D-01  5.063D+03
   25   28     0     0  con    0  1.0D+00  4.6D-04  4.274D-01  5.063D+03
   26   29     0     0  con    0  1.0D+00  4.3D-04  4.885D-01  5.063D+03
   27   30     0     0  con    0  1.0D+00  4.6D-04  4.585D-01  5.063D+03
   28   31     0     0  con    0  1.0D+00  2.1D-03  3.575D-01  5.063D+03
   29   32     0     0  con    0  1.0D+00  2.2D-03  3.411D-01  5.063D+03
   30   33     0     0  con    0  1.0D+00  1.2D-03  2.911D-01  5.063D+03
   31   34     0     0  con    0  1.0D+00  4.9D-03  3.532D-01  5.063D+03
   32   35     0     0  con    0  1.0D+00  1.9D-03  2.728D-01  5.063D+03
   33   36     0     0  con    0  1.0D+00  7.8D-04  6.898D-02  5.063D+03
   34   37     0     0  con    0  1.0D+00  1.9D-04  7.014D-02  5.063D+03
   35   38     0     0  con    0  1.0D+00  4.7D-04  4.545D-02  5.063D+03
   36   39     0     0  con    0  1.0D+00  2.8D-04  1.187D-01  5.063D+03
   37   40     0     0  con    0  1.0D+00  8.6D-05  3.843D-02  5.063D+03
   38   41     0     0  con    0  1.0D+00  4.2D-05  4.018D-02  5.063D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.162E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.465D+01  3.999D+03
    1    3     1     0  ---    1  2.6D-04  3.3D-01  3.269D+01  3.806D+03
    2    5     0     0  con    1  4.0D-01  4.2D-02  1.490D+01  3.797D+03
    3    6     0     0  con    0  1.0D+00  2.2D-02  9.217D+00  3.792D+03
    4    7     0     0  con    0  1.0D+00  6.6D-02  4.215D+00  3.786D+03
    5    8     0     0  con    0  1.0D+00  3.1D-02  1.343D+01  3.786D+03
    6    9     0     0  con    0  1.0D+00  9.9D-03  2.453D+00  3.785D+03
    7   10     0     0  con    0  1.0D+00  6.8D-03  1.844D+00  3.785D+03
    8   11     0     0  con    0  1.0D+00  6.5D-03  2.218D+00  3.784D+03
    9   12     0     0  con    0  1.0D+00  9.6D-03  1.678D+00  3.784D+03
   10   13     0     0  con    0  1.0D+00  5.3D-03  3.188D+00  3.784D+03
   11   14     0     0  con    0  1.0D+00  2.7D-03  1.492D+00  3.784D+03
   12   15     0     0  con    0  1.0D+00  5.8D-04  1.342D+00  3.784D+03
   13   16     0     0  con    0  1.0D+00  2.2D-03  1.298D+00  3.784D+03
   14   17     0     0  con    0  1.0D+00  1.8D-03  1.121D+00  3.784D+03
   15   18     0     0  con    0  1.0D+00  7.3D-04  1.210D+00  3.784D+03
   16   19     0     0  con    0  1.0D+00  1.2D-03  1.398D+00  3.784D+03
   17   20     0     0  con    0  1.0D+00  1.9D-03  1.443D+00  3.784D+03
   18   21     0     0  con    0  1.0D+00  4.1D-03  1.409D+00  3.784D+03
   19   22     0     0  con    0  1.0D+00  1.0D-02  1.135D+00  3.784D+03
   20   24     0     0  con    1  5.0D-01  1.1D-02  1.011D+00  3.784D+03
   21   25     0     0  con    0  1.0D+00  9.0D-03  4.756D-01  3.784D+03
   22   26     0     0  con    0  1.0D+00  5.7D-03  3.060D-01  3.784D+03
   23   27     0     0  con    0  1.0D+00  1.7D-03  3.206D-01  3.784D+03
   24   28     0     0  con    0  1.0D+00  6.1D-04  1.835D-01  3.784D+03
   25   29     0     0  con    0  1.0D+00  6.1D-04  1.324D-01  3.784D+03
   26   30     0     0  con    0  1.0D+00  9.9D-04  1.445D-01  3.784D+03
   27   32     0     0  con    1  5.1D-01  5.2D-04  1.493D-01  3.784D+03
   28   33     0     0  con    0  1.0D+00  4.3D-04  1.549D-01  3.784D+03
   29   34     0     0  con    0  1.0D+00  1.1D-04  1.552D-01  3.784D+03
   30   35     0     0  con    0  1.0D+00  1.7D-04  1.403D-01  3.784D+03
   31   36     0     0  con    0  1.0D+00  2.2D-04  1.520D-01  3.784D+03
   32   37     0     0  con    0  1.0D+00  7.1D-05  1.353D-01  3.784D+03
   33   38     0     0  con    0  1.0D+00  1.3D-04  1.211D-01  3.784D+03
   34   39     0     0  con    0  1.0D+00  2.2D-04  1.087D-01  3.784D+03
   35   40     0     0  con    0  1.0D+00  5.0D-04  8.891D-02  3.784D+03
   36   42     0     0  con    1  4.4D-01  6.0D-04  1.037D-01  3.784D+03
   37   43     0     0  con    0  1.0D+00  7.7D-04  7.255D-02  3.784D+03
   38   44     0     0  con    0  1.0D+00  7.4D-04  2.740D-02  3.784D+03
   39   45     0     0  con    0  1.0D+00  6.3D-04  5.759D-02  3.784D+03
   40   46     0     0  con    0  1.0D+00  8.4D-05  2.053D-02  3.784D+03
   41   47     0     0  con    0  1.0D+00  7.9D-05  2.126D-02  3.784D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.477E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.376D+01  2.922D+03
    1    3     1     0  ---    1  4.1D-04  3.5D-01  1.779D+01  2.787D+03
    2    5     0     0  con    1  3.9D-01  3.9D-02  1.124D+01  2.782D+03
    3    6     0     0  con    0  1.0D+00  2.2D-02  8.121D+00  2.779D+03
    4    7     0     0  con    0  1.0D+00  8.1D-02  4.678D+00  2.774D+03
    5    8     0     0  con    0  1.0D+00  3.8D-02  1.411D+01  2.774D+03
    6    9     0     0  con    0  1.0D+00  1.1D-02  2.624D+00  2.773D+03
    7   10     0     0  con    0  1.0D+00  7.6D-03  1.568D+00  2.773D+03
    8   11     0     0  con    0  1.0D+00  1.1D-02  1.956D+00  2.772D+03
    9   12     0     0  con    0  1.0D+00  1.2D-02  1.921D+00  2.772D+03
   10   14     0     0  con    1  4.6D-01  5.6D-03  1.577D+00  2.772D+03
   11   15     0     0  con    0  1.0D+00  4.2D-03  1.336D+00  2.772D+03
   12   16     0     0  con    0  1.0D+00  1.3D-03  1.175D+00  2.772D+03
   13   17     0     0  con    0  1.0D+00  2.9D-03  1.043D+00  2.772D+03
   14   19     0     0  con    1  4.7D-01  1.5D-03  1.141D+00  2.772D+03
   15   20     0     0  con    0  1.0D+00  1.2D-03  1.059D+00  2.772D+03
   16   21     0     0  con    0  1.0D+00  2.0D-03  9.416D-01  2.772D+03
   17   22     0     0  con    0  1.0D+00  2.5D-03  9.738D-01  2.772D+03
   18   23     0     0  con    0  1.0D+00  4.6D-03  6.628D-01  2.772D+03
   19   24     0     0  con    0  1.0D+00  6.1D-03  6.639D-01  2.772D+03
   20   25     0     0  con    0  1.0D+00  9.7D-03  4.176D-01  2.772D+03
   21   26     0     0  con    0  1.0D+00  6.5D-03  2.949D-01  2.772D+03
   22   27     0     0  con    0  1.0D+00  6.6D-03  4.250D-01  2.772D+03
   23   28     0     0  con    0  1.0D+00  4.9D-03  1.948D-01  2.772D+03
   24   29     0     0  con    0  1.0D+00  8.8D-04  1.393D-01  2.772D+03
   25   30     0     0  con    0  1.0D+00  1.3D-03  1.888D-01  2.772D+03
   26   31     0     0  con    0  1.0D+00  1.5D-03  1.425D-01  2.772D+03
   27   32     0     0  con    0  1.0D+00  1.6D-03  3.520D-01  2.772D+03
   28   33     0     0  con    0  1.0D+00  6.3D-04  2.274D-01  2.772D+03
   29   34     0     0  con    0  1.0D+00  2.1D-04  1.985D-01  2.772D+03
   30   35     0     0  con    0  1.0D+00  3.9D-04  1.744D-01  2.772D+03
   31   36     0     0  con    0  1.0D+00  5.5D-04  1.966D-01  2.772D+03
   32   37     0     0  con    0  1.0D+00  1.6D-04  1.599D-01  2.772D+03
   33   38     0     0  con    0  1.0D+00  3.0D-04  1.804D-01  2.772D+03
   34   39     0     0  con    0  1.0D+00  5.0D-04  1.904D-01  2.772D+03
   35   40     0     0  con    0  1.0D+00  9.4D-04  1.764D-01  2.772D+03
   36   41     0     0  con    0  1.0D+00  2.2D-03  1.610D-01  2.772D+03
   37   42     0     0  con    0  1.0D+00  6.7D-04  9.908D-02  2.772D+03
   38   43     0     0  con    0  1.0D+00  5.4D-04  6.531D-02  2.772D+03
   39   44     0     0  con    0  1.0D+00  8.1D-04  5.766D-02  2.772D+03
   40   45     0     0  con    0  1.0D+00  8.1D-04  4.040D-02  2.772D+03
   41   47     0     0  con    1  3.4D-01  4.0D-04  4.134D-02  2.772D+03
   42   48     0     0  con    0  1.0D+00  3.0D-04  2.991D-02  2.772D+03
   43   49     0     0  con    0  1.0D+00  1.0D-04  2.689D-02  2.772D+03
   44   50     0     0  con    0  1.0D+00  1.3D-04  2.375D-02  2.772D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.636E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.600D+01  2.105D+03
    1    3     1     0  ---    1  6.6D-04  3.7D-01  8.676D+00  2.012D+03
    2    5     0     0  con    1  4.1D-01  4.0D-02  8.849D+00  2.009D+03
    3    6     0     0  con    0  1.0D+00  2.5D-02  7.286D+00  2.007D+03
    4    7     0     0  con    0  1.0D+00  9.3D-02  4.668D+00  2.003D+03
    5    8     0     0  con    0  1.0D+00  3.7D-02  1.066D+01  2.003D+03
    6    9     0     0  con    0  1.0D+00  1.4D-02  2.616D+00  2.002D+03
    7   10     0     0  con    0  1.0D+00  8.2D-03  2.027D+00  2.002D+03
    8   11     0     0  con    0  1.0D+00  1.9D-02  1.793D+00  2.002D+03
    9   12     0     0  con    0  1.0D+00  1.5D-02  1.648D+00  2.002D+03
   10   14     0     0  con    1  4.4D-01  8.4D-03  2.008D+00  2.002D+03
   11   15     0     0  con    0  1.0D+00  6.5D-03  1.675D+00  2.002D+03
   12   16     0     0  con    0  1.0D+00  2.1D-03  1.476D+00  2.002D+03
   13   17     0     0  con    0  1.0D+00  5.5D-03  1.384D+00  2.002D+03
   14   19     0     0  con    1  4.7D-01  2.2D-03  1.358D+00  2.002D+03
   15   20     0     0  con    0  1.0D+00  1.5D-03  1.288D+00  2.002D+03
   16   21     0     0  con    0  1.0D+00  3.5D-03  1.207D+00  2.002D+03
   17   22     0     0  con    0  1.0D+00  3.7D-03  1.131D+00  2.002D+03
   18   23     0     0  con    0  1.0D+00  1.2D-02  8.217D-01  2.002D+03
   19   24     0     0  con    0  1.0D+00  4.3D-03  7.104D-01  2.002D+03
   20   25     0     0  con    0  1.0D+00  3.3D-03  7.065D-01  2.002D+03
   21   26     0     0  con    0  1.0D+00  7.4D-03  5.185D-01  2.002D+03
   22   27     0     0  con    0  1.0D+00  1.2D-02  3.785D-01  2.002D+03
   23   28     0     0  con    0  1.0D+00  9.0D-03  3.025D-01  2.002D+03
   24   29     0     0  con    0  1.0D+00  1.7D-03  2.125D-01  2.002D+03
   25   30     0     0  con    0  1.0D+00  2.1D-03  2.238D-01  2.002D+03
   26   31     0     0  con    0  1.0D+00  2.9D-03  2.806D-01  2.002D+03
   27   32     0     0  con    0  1.0D+00  6.7D-04  1.871D-01  2.002D+03
   28   33     0     0  con    0  1.0D+00  5.0D-04  1.608D-01  2.002D+03
   29   34     0     0  con    0  1.0D+00  4.7D-04  1.580D-01  2.002D+03
   30   35     0     0  con    0  1.0D+00  9.2D-04  1.850D-01  2.002D+03
   31   36     0     0  con    0  1.0D+00  7.8D-04  1.673D-01  2.002D+03
   32   37     0     0  con    0  1.0D+00  1.8D-04  1.727D-01  2.002D+03
   33   38     0     0  con    0  1.0D+00  7.0D-04  1.686D-01  2.002D+03
   34   39     0     0  con    0  1.0D+00  1.1D-03  1.603D-01  2.002D+03
   35   40     0     0  con    0  1.0D+00  1.4D-03  1.262D-01  2.002D+03
   36   41     0     0  con    0  1.0D+00  2.7D-03  5.934D-02  2.002D+03
   37   42     0     0  con    0  1.0D+00  2.4D-03  9.980D-02  2.002D+03
   38   43     0     0  con    0  1.0D+00  3.2D-04  7.478D-02  2.002D+03
   39   44     0     0  con    0  1.0D+00  8.7D-04  4.206D-02  2.002D+03
   40   45     0     0  con    0  1.0D+00  1.3D-03  4.969D-02  2.002D+03
   41   46     0     0  con    0  1.0D+00  1.7D-04  1.750D-02  2.002D+03
   42   47     0     0  con    0  1.0D+00  3.0D-04  1.838D-02  2.002D+03
   43   48     0     0  con    0  1.0D+00  2.3D-04  2.014D-02  2.002D+03
   44   49     0     0  con    0  1.0D+00  2.5D-04  2.095D-02  2.002D+03
   45   50     0     0  con    0  1.0D+00  7.8D-05  1.931D-02  2.002D+03
   46   51     0     0  con    0  1.0D+00  3.9D-05  1.835D-02  2.002D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.690E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.059D+01  1.502D+03
    1    3     1     0  ---    1  1.1D-03  3.9D-01  3.911D+00  1.439D+03
    2    5     0     0  con    1  4.5D-01  4.4D-02  6.763D+00  1.437D+03
    3    6     0     0  con    0  1.0D+00  3.0D-02  5.693D+00  1.435D+03
    4    7     0     0  con    0  1.0D+00  9.5D-02  3.326D+00  1.433D+03
    5    8     0     0  con    0  1.0D+00  4.0D-02  6.644D+00  1.433D+03
    6    9     0     0  con    0  1.0D+00  1.3D-02  2.151D+00  1.432D+03
    7   10     0     0  con    0  1.0D+00  1.3D-02  1.698D+00  1.432D+03
    8   11     0     0  con    0  1.0D+00  2.3D-02  1.464D+00  1.432D+03
    9   12     0     0  con    0  1.0D+00  2.1D-02  1.165D+00  1.432D+03
   10   14     0     0  con    1  4.5D-01  1.0D-02  1.595D+00  1.432D+03
   11   15     0     0  con    0  1.0D+00  7.3D-03  1.394D+00  1.432D+03
   12   16     0     0  con    0  1.0D+00  3.5D-03  1.200D+00  1.432D+03
   13   17     0     0  con    0  1.0D+00  6.5D-03  1.145D+00  1.432D+03
   14   18     0     0  con    0  1.0D+00  6.3D-03  9.342D-01  1.432D+03
   15   19     0     0  con    0  1.0D+00  2.1D-03  8.741D-01  1.432D+03
   16   20     0     0  con    0  1.0D+00  3.9D-03  9.279D-01  1.432D+03
   17   21     0     0  con    0  1.0D+00  4.8D-03  8.755D-01  1.432D+03
   18   22     0     0  con    0  1.0D+00  1.2D-02  7.944D-01  1.432D+03
   19   23     0     0  con    0  1.0D+00  8.5D-03  5.755D-01  1.432D+03
   20   24     0     0  con    0  1.0D+00  5.9D-03  3.879D-01  1.432D+03
   21   25     0     0  con    0  1.0D+00  1.1D-02  2.802D-01  1.432D+03
   22   26     0     0  con    0  1.0D+00  1.4D-02  5.260D-01  1.432D+03
   23   27     0     0  con    0  1.0D+00  2.6D-03  2.455D-01  1.432D+03
   24   28     0     0  con    0  1.0D+00  1.4D-03  1.947D-01  1.432D+03
   25   29     0     0  con    0  1.0D+00  3.7D-03  1.966D-01  1.432D+03
   26   30     0     0  con    0  1.0D+00  3.8D-03  1.519D-01  1.432D+03
   27   31     0     0  con    0  1.0D+00  4.4D-03  2.520D-01  1.432D+03
   28   32     0     0  con    0  1.0D+00  1.6D-03  1.546D-01  1.432D+03
   29   33     0     0  con    0  1.0D+00  4.4D-04  1.500D-01  1.432D+03
   30   34     0     0  con    0  1.0D+00  9.7D-04  1.613D-01  1.432D+03
   31   35     0     0  con    0  1.0D+00  1.2D-03  1.209D-01  1.432D+03
   32   36     0     0  con    0  1.0D+00  4.9D-04  1.405D-01  1.432D+03
   33   37     0     0  con    0  1.0D+00  5.4D-04  1.477D-01  1.432D+03
   34   38     0     0  con    0  1.0D+00  8.0D-04  1.476D-01  1.432D+03
   35   39     0     0  con    0  1.0D+00  1.3D-03  1.343D-01  1.432D+03
   36   40     0     0  con    0  1.0D+00  2.9D-03  1.503D-01  1.432D+03
   37   41     0     0  con    0  1.0D+00  9.0D-04  8.482D-02  1.432D+03
   38   42     0     0  con    0  1.0D+00  7.5D-04  6.836D-02  1.432D+03
   39   43     0     0  con    0  1.0D+00  1.4D-03  4.113D-02  1.432D+03
   40   44     0     0  con    0  1.0D+00  1.8D-03  2.328D-02  1.432D+03
